"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation","action_year"
260011792,"ASST_NON_CA0001L9T001909_086","CA0001L9T001909","SANTA CLARA, COUNTY OF","CA","2021-12-08","2021-12-08213420025332",-221949,2021
260011824,"ASST_NON_CA0003L9T001910_086","CA0003L9T001910","SANTA CLARA, COUNTY OF","CA","2021-12-08","2021-12-08213420025338",-305316,2021
260012383,"ASST_NON_CA0019L9T001912_086","CA0019L9T001912","COMMUNITY WORKING GROUP, INC.","CA","2021-12-08","2021-12-08213420025344",-3011,2021
260014213,"ASST_NON_CA0021L9T001912_086","CA0021L9T001912","SANTA CLARA, COUNTY OF","CA","2021-12-08","2021-12-08213420025290",-1297948,2021
260014260,"ASST_NON_CA0026L9T001912_086","CA0026L9T001912","ABODE SERVICES","CA","2021-12-08","2021-12-08213420025296",-39913,2021
260060987,"ASST_NON_CA0825L9T001907_086","CA0825L9T001907","SANTA CLARA, COUNTY OF","CA","2021-12-08","2021-12-08213420025302",-1702896,2021
260066716,"ASST_NON_CA0951L9T001908_086","CA0951L9T001908","SANTA CLARA, COUNTY OF","CA","2021-12-08","2021-12-08213420025308",-22345,2021
260069635,"ASST_NON_CA1059L9T001907_086","CA1059L9T001907","SANTA CLARA, COUNTY OF","CA","2021-12-08","2021-12-08213420025314",-3920,2021
260078323,"ASST_NON_CA1274L9T001905_086","CA1274L9T001905","SANTA CLARA, COUNTY OF","CA","2021-12-08","2021-12-08213420025320",-218784,2021
260081044,"ASST_NON_CA1378L9T001904_086","CA1378L9T001904","WEST VALLEY COMMUNITY SERVICES OF SANTA CLARA COUNTY, INC.","CA","2021-12-08","2021-12-08213420025326",-522496,2021
260081166,"ASST_NON_CA1385L9T001904_086","CA1385L9T001904","SANTA CLARA, COUNTY OF","CA","2021-12-08","2021-12-08213420025278",-587144,2021
260084652,"ASST_NON_CA1526L9T001902_086","CA1526L9T001902","SANTA CLARA, COUNTY OF","CA","2021-12-08","2021-12-08213420025284",-92429,2021
260117163,"ASST_NON_CA1925L9T092000_086","CA1925L9T092000","COUNTY OF MENDOCINO","CA","2021-12-14","2021-12-14213470030690",47663,2021
260117188,"ASST_NON_CA1950L9D042000_086","CA1950L9D042000","BAKERSFIELD-KERN REGIONAL HOME","CA","2021-12-21","2021-12-21213550040371",213042,2021
260011791,"ASST_NON_CA0001L9T001808_086","CA0001L9T001808","SANTA CLARA, COUNTY OF","CA","2021-12-22","2021-12-22213560040482",-241809,2021
260011823,"ASST_NON_CA0003L9T001809_086","CA0003L9T001809","SANTA CLARA, COUNTY OF","CA","2021-12-23","2021-12-23213570043706",-251575,2021
260011852,"ASST_NON_CA0006L9T001810_086","CA0006L9T001810","SANTA CLARA, COUNTY OF","CA","2021-12-23","2021-12-23213570043668",-326281,2021
260012284,"ASST_NON_CA0014L9T001811_086","CA0014L9T001811","SANTA CLARA, COUNTY OF","CA","2021-12-23","2021-12-23213570043674",-227554,2021
260014212,"ASST_NON_CA0021L9T001811_086","CA0021L9T001811","SANTA CLARA, COUNTY OF","CA","2021-12-23","2021-12-23213570043680",-1489059,2021
260057712,"ASST_NON_CA0746L9T001810_086","CA0746L9T001810","SANTA CLARA, COUNTY OF","CA","2021-12-23","2021-12-23213570043686",-195409,2021
260058768,"ASST_NON_CA0764L9T121911_086","CA0764L9T121911","HOUSING AUTHORITY OF COUNTY OF SAN M","CA","2021-12-23","2021-12-23213570043788",-34031.95,2021
260060986,"ASST_NON_CA0825L9T001806_086","CA0825L9T001806","SANTA CLARA, COUNTY OF","CA","2021-12-23","2021-12-23213570043692",-1444725,2021
260066715,"ASST_NON_CA0951L9T001807_086","CA0951L9T001807","SANTA CLARA, COUNTY OF","CA","2021-12-23","2021-12-23213570043698",-36418,2021
260078322,"ASST_NON_CA1274L9T001804_086","CA1274L9T001804","SANTA CLARA, COUNTY OF","CA","2021-12-23","2021-12-23213570043664",-321908,2021
260079169,"ASST_NON_CA1312L9T121905_086","CA1312L9T121905","HOUSING AUTHORITY OF COUNTY OF SAN M","CA","2021-12-23","2021-12-23213570043777",-238348.68,2021
260079176,"ASST_NON_CA1313L9T121905_086","CA1313L9T121905","LIFEMOVES","CA","2021-12-23","2021-12-23213570043783",-5898,2021
260081155,"ASST_NON_CA1384L9T001802_086","CA1384L9T001802","SANTA CLARA, COUNTY OF","CA","2021-12-27","2021-12-27213610030175",-621010,2021
260081165,"ASST_NON_CA1385L9T001803_086","CA1385L9T001803","SANTA CLARA, COUNTY OF","CA","2021-12-27","2021-12-27213610030181",-730768,2021
260084651,"ASST_NON_CA1526L9T001801_086","CA1526L9T001801","SANTA CLARA, COUNTY OF","CA","2021-12-27","2021-12-27213610030187",-31512,2021
260084660,"ASST_NON_CA1527L9T001802_086","CA1527L9T001802","SANTA CLARA, COUNTY OF","CA","2021-12-27","2021-12-27213610030193",-3961,2021
260084669,"ASST_NON_CA1528L9T001802_086","CA1528L9T001802","SANTA CLARA, COUNTY OF","CA","2021-12-27","2021-12-27213610030199",-220544,2021
260116661,"ASST_NON_CA1728D9T001800_086","CA1728D9T001800","SANTA CLARA, COUNTY OF","CA","2021-12-27","2021-12-27213610030630",-798104,2021
260116678,"ASST_NON_CA1730L9T001800_086","CA1730L9T001800","SANTA CLARA, COUNTY OF","CA","2021-12-27","2021-12-27213610030205",-80692,2021
260117157,"ASST_NON_CA1919L9T032000_086","CA1919L9T032000","SACRAMENTO STEPS FORWARD","CA","2022-01-19","2022-01-19220190040136",682184,2022
260012285,"ASST_NON_CA0014L9T001912_086","CA0014L9T001912","SANTA CLARA, COUNTY OF","CA","2022-01-20","2022-01-20220200032700",-282177,2022
260022277,"ASST_NON_CA0102L9T021912_086","CA0102L9T021912","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-01-20","2022-01-20220200032748",-33345.27,2022
260067410,"ASST_NON_CA0970L9T131906_086","CA0970L9T131906","KINGS UNITED WAY","CA","2022-01-20","2022-01-20220200032754",-0.54,2022
260079096,"ASST_NON_CA1298L9T021804_086","CA1298L9T021804","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-01-20","2022-01-20220200032548",-137801.96,2022
260081156,"ASST_NON_CA1384L9T001903_086","CA1384L9T001903","SANTA CLARA, COUNTY OF","CA","2022-01-20","2022-01-20220200032682",-183055,2022
260084670,"ASST_NON_CA1528L9T001903_086","CA1528L9T001903","SANTA CLARA, COUNTY OF","CA","2022-01-20","2022-01-20220200032688",-63900,2022
260024070,"ASST_NON_CA0145L9T031710_086","CA0145L9T031710","TLCS INC","CA","2022-02-10","2022-02-10220410029816",-127645.51,2022
260024071,"ASST_NON_CA0145L9T031811_086","CA0145L9T031811","TLCS INC","CA","2022-02-10","2022-02-10220410029850",-286522.37,2022
260025190,"ASST_NON_CA0158L9T031811_086","CA0158L9T031811","TLCS INC","CA","2022-02-10","2022-02-10220410029856",-299239.06,2022
260081326,"ASST_NON_CA1392L9T031702_086","CA1392L9T031702","TLCS INC","CA","2022-02-10","2022-02-10220410029822",-41992.47,2022
260093278,"ASST_NON_CA1646L9T031700_086","CA1646L9T031700","TLCS INC","CA","2022-02-10","2022-02-10220410029844",-221872.26,2022
260093279,"ASST_NON_CA1646L9T031801_086","CA1646L9T031801","TLCS INC","CA","2022-02-10","2022-02-10220410029862",-132635.24,2022
260030921,"ASST_NON_CA0239L9T091609_086","CA0239L9T091609","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490037400",-421140,2022
260030922,"ASST_NON_CA0239L9T091710_086","CA0239L9T091710","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490037542",-326155.63,2022
260030923,"ASST_NON_CA0239L9T091811_086","CA0239L9T091811","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490037783",-274075.5,2022
260030924,"ASST_NON_CA0239L9T091912_086","CA0239L9T091912","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490038637",-287207.95,2022
260084859,"ASST_NON_CA1558L9T091701_086","CA1558L9T091701","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490037537",-59702.46,2022
260084860,"ASST_NON_CA1558L9T091802_086","CA1558L9T091802","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490037781",-89158.47,2022
260084861,"ASST_NON_CA1558L9T091903_086","CA1558L9T091903","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490038643",-92271.32,2022
260011790,"ASST_NON_CA0001L9T001707_086","CA0001L9T001707","SANTA CLARA, COUNTY OF","CA","2022-03-03","2022-03-03220620060838",-137723,2022
260011822,"ASST_NON_CA0003L9T001708_086","CA0003L9T001708","SANTA CLARA, COUNTY OF","CA","2022-03-03","2022-03-03220620060844",-198966,2022
260012283,"ASST_NON_CA0014L9T001710_086","CA0014L9T001710","SANTA CLARA, COUNTY OF","CA","2022-03-03","2022-03-03220620060850",-151000,2022
260014211,"ASST_NON_CA0021L9T001710_086","CA0021L9T001710","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125748",-1530394,2022
260025191,"ASST_NON_CA0158L9T031912_086","CA0158L9T031912","TLCS INC","CA","2022-03-04","2022-03-04220630125828",-514697.33,2022
260057711,"ASST_NON_CA0746L9T001709_086","CA0746L9T001709","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125760",-148636,2022
260060985,"ASST_NON_CA0825L9T001705_086","CA0825L9T001705","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125766",-2214097.01,2022
260078321,"ASST_NON_CA1274L9T001703_086","CA1274L9T001703","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125772",-315113,2022
260081144,"ASST_NON_CA1380L9T001702_086","CA1380L9T001702","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125778",-2014,2022
260081154,"ASST_NON_CA1384L9T001701_086","CA1384L9T001701","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125784",-279383,2022
260081164,"ASST_NON_CA1385L9T001702_086","CA1385L9T001702","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125790",-791343.5,2022
260084659,"ASST_NON_CA1527L9T001701_086","CA1527L9T001701","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125796",-32843,2022
260084668,"ASST_NON_CA1528L9T001701_086","CA1528L9T001701","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125755",-209843,2022
260020904,"ASST_NON_CA0083L9T021710_086","CA0083L9T021710","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760052978",-86368.54,2022
260020905,"ASST_NON_CA0083L9T021811_086","CA0083L9T021811","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760053056",-60133.34,2022
260020920,"ASST_NON_CA0084L9T021609_086","CA0084L9T021609","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760052970",-410485.37,2022
260020922,"ASST_NON_CA0084L9T021811_086","CA0084L9T021811","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760053062",-84358.31,2022
260020938,"ASST_NON_CA0085L9T021710_086","CA0085L9T021710","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760052984",-580827.83,2022
260020939,"ASST_NON_CA0085L9T021811_086","CA0085L9T021811","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760053044",-499692.26,2022
260020966,"ASST_NON_CA0087L9T021811_086","CA0087L9T021811","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760053050",-14355.83,2022
260020967,"ASST_NON_CA0087L9T021912_086","CA0087L9T021912","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760053151",-13234.96,2022
260021834,"ASST_NON_CA0094L9T021710_086","CA0094L9T021710","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760052977",-500,2022
260022276,"ASST_NON_CA0102L9T021811_086","CA0102L9T021811","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026094",-16756.93,2022
260022656,"ASST_NON_CA0110L9T021811_086","CA0110L9T021811","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026104",-32050.67,2022
260022949,"ASST_NON_CA0118L9T021609_086","CA0118L9T021609","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026001",-270968.99,2022
260022950,"ASST_NON_CA0118L9T021710_086","CA0118L9T021710","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026050",-253964.26,2022
260023855,"ASST_NON_CA0125L9T021811_086","CA0125L9T021811","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026100",-6220.7,2022
260023856,"ASST_NON_CA0125L9T021912_086","CA0125L9T021912","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026110",-7154.69,2022
260025442,"ASST_NON_CA0186L9T051912_086","CA0186L9T051912","RESOURCES FOR COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026116",-12743,2022
260068348,"ASST_NON_CA1033L9T021606_086","CA1033L9T021606","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800025978",-244919.52,2022
260068349,"ASST_NON_CA1033L9T021707_086","CA1033L9T021707","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026058",-219873.07,2022
260073536,"ASST_NON_CA1151L9T021605_086","CA1151L9T021605","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026009",-130835.17,2022
260073537,"ASST_NON_CA1151L9T021706_086","CA1151L9T021706","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026039",-102863.33,2022
260079094,"ASST_NON_CA1298L9T021602_086","CA1298L9T021602","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026012",-51971.58,2022
260083031,"ASST_NON_CA1468L9T021702_086","CA1468L9T021702","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026048",-481605.15,2022
260083032,"ASST_NON_CA1468L9T021803_086","CA1468L9T021803","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026087",-125486.27,2022
260084731,"ASST_NON_CA1539L9T021600_086","CA1539L9T021600","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026018",-312415.73,2022
260093277,"ASST_NON_CA1645L9T021700_086","CA1645L9T021700","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-21","2022-03-21220800026064",-4.42,2022
260067419,"ASST_NON_CA0971L9T131803_086","CA0971L9T131803","FAMILY SERVICES OF TULARE COUNTY","CA","2022-03-25","2022-03-25220840030756",-56570,2022
260070908,"ASST_NON_CA1080L9T101606_086","CA1080L9T101606","CITY OF MODESTO","CA","2022-03-25","2022-03-25220840030260",-64800.79,2022
260079175,"ASST_NON_CA1313L9T121804_086","CA1313L9T121804","LIFEMOVES","CA","2022-03-25","2022-03-25220840030750",-12389,2022
260081465,"ASST_NON_CA1404L9T131702_086","CA1404L9T131702","CENTRAL CALIFORNIA FAMILY CRISIS CENTER, INC.","CA","2022-03-25","2022-03-25220840030616",-46760.74,2022
260083211,"ASST_NON_CA1479L9T131702_086","CA1479L9T131702","CENTRAL CALIFORNIA FAMILY CRISIS CENTER, INC.","CA","2022-03-25","2022-03-25220840030622",-53671.72,2022
260021809,"ASST_NON_CA0092L9T021810_086","CA0092L9T021810","RESOURCES FOR COMMUNITY DEVELOPMENT","CA","2022-04-05","2022-04-05220950061732",-16589,2022
260021810,"ASST_NON_CA0092L9T021911_086","CA0092L9T021911","RESOURCES FOR COMMUNITY DEVELOPMENT","CA","2022-04-05","2022-04-05220950062416",-44195,2022
260022318,"ASST_NON_CA0106L9T021710_086","CA0106L9T021710","CITY OF OAKLAND","CA","2022-04-05","2022-04-05220950061008",-170074,2022
260022319,"ASST_NON_CA0106L9T021811_086","CA0106L9T021811","CITY OF OAKLAND","CA","2022-04-05","2022-04-05220950061738",-23080.77,2022
260022687,"ASST_NON_CA0111L9T021709_086","CA0111L9T021709","RESOURCES FOR COMMUNITY DEVELOPMENT","CA","2022-04-05","2022-04-05220950060980",-10817,2022
260022688,"ASST_NON_CA0111L9T021810_086","CA0111L9T021810","RESOURCES FOR COMMUNITY DEVELOPMENT","CA","2022-04-05","2022-04-05220950061776",-10415,2022
260022754,"ASST_NON_CA0113L9T021508_086","CA0113L9T021508","RUBICON PROGRAMS INC","CA","2022-04-05","2022-04-05220950059952",-218471,2022
260023796,"ASST_NON_CA0120L9T021710_086","CA0120L9T021710","ABODE SERVICES","CA","2022-04-05","2022-04-05220950060986",-160216,2022
260023797,"ASST_NON_CA0120L9T021811_086","CA0120L9T021811","ABODE SERVICES","CA","2022-04-05","2022-04-05220950061770",-95407,2022
260023870,"ASST_NON_CA0126L9T021609_086","CA0126L9T021609","FRED FINCH YOUTH CENTER","CA","2022-04-05","2022-04-05220950060255",-174100.31,2022
260023871,"ASST_NON_CA0126L9T021710_086","CA0126L9T021710","FRED FINCH YOUTH CENTER","CA","2022-04-05","2022-04-05220950060978",-96426,2022
260023872,"ASST_NON_CA0126L9T021811_086","CA0126L9T021811","FRED FINCH YOUTH CENTER","CA","2022-04-05","2022-04-05220950061545",-72544,2022
260023884,"ASST_NON_CA0127L9T031805_086","CA0127L9T031805","HOUSING AUTHORITY OF THE COUNTY OF SACRAMENTO","CA","2022-04-05","2022-04-05220950061635",-4763.47,2022
260023929,"ASST_NON_CA0132L9T031811_086","CA0132L9T031811","SACRAMENTO STEPS FORWARD","CA","2022-04-05","2022-04-05220950061649",-201.57,2022
260023930,"ASST_NON_CA0132L9T031912_086","CA0132L9T031912","SACRAMENTO STEPS FORWARD","CA","2022-04-05","2022-04-05220950062369",-6798.81,2022
260025108,"ASST_NON_CA0150L9T031912_086","CA0150L9T031912","SACRAMENTO STEPS FORWARD","CA","2022-04-05","2022-04-05220950062409",-12582.27,2022
260025123,"ASST_NON_CA0151L9T031710_086","CA0151L9T031710","HOUSING AUTHORITY OF THE COUNTY OF SACRAMENTO","CA","2022-04-05","2022-04-05220950060808",-24868.04,2022
260025124,"ASST_NON_CA0151L9T031811_086","CA0151L9T031811","HOUSING AUTHORITY OF THE COUNTY OF SACRAMENTO","CA","2022-04-05","2022-04-05220950061503",-41842,2022
260025145,"ASST_NON_CA0153L9T031508_086","CA0153L9T031508","HOUSING AUTHORITY OF THE COUNTY OF SACRAMENTO","CA","2022-04-05","2022-04-05220950060057",-337344.88,2022
260025148,"ASST_NON_CA0153L9T031811_086","CA0153L9T031811","HOUSING AUTHORITY OF THE COUNTY OF SACRAMENTO","CA","2022-04-05","2022-04-05220950061393",-356989.58,2022
260025149,"ASST_NON_CA0153L9T031912_086","CA0153L9T031912","HOUSING AUTHORITY OF THE COUNTY OF SACRAMENTO","CA","2022-04-05","2022-04-05220950062408",-345150.84,2022
260025188,"ASST_NON_CA0158L9T031609_086","CA0158L9T031609","TLCS INC","CA","2022-04-05","2022-04-05220950060247",-75467.79,2022
260025214,"ASST_NON_CA0160L9T041912_086","CA0160L9T041912","BUCKELEW PROGRAMS","CA","2022-04-05","2022-04-05220950062443",-29276.42,2022
260025308,"ASST_NON_CA0170L9T041811_086","CA0170L9T041811","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2022-04-05","2022-04-05220950061399",-43065.55,2022
260025441,"ASST_NON_CA0186L9T051811_086","CA0186L9T051811","RESOURCES FOR COMMUNITY DEVELOPMENT","CA","2022-04-05","2022-04-05220950061405",-12804,2022
260030356,"ASST_NON_CA0229L9T081811_086","CA0229L9T081811","ENCOMPASS COMMUNITY SERVICES","CA","2022-04-05","2022-04-05220950061411",-4453,2022
260030817,"ASST_NON_CA0231L9T081710_086","CA0231L9T081710","COUNTY OF SANTA CRUZ","CA","2022-04-05","2022-04-05220950060962",-5706.94,2022
260030818,"ASST_NON_CA0231L9T081811_086","CA0231L9T081811","COUNTY OF SANTA CRUZ","CA","2022-04-05","2022-04-05220950061551",-40206.09,2022
260030819,"ASST_NON_CA0231L9T081912_086","CA0231L9T081912","COUNTY OF SANTA CRUZ","CA","2022-04-05","2022-04-05220950062368",-113707.42,2022
260030853,"ASST_NON_CA0234L9T081811_086","CA0234L9T081811","HOUSING AUTHORITY OF THE COUNTY OF SANTA CRUZ","CA","2022-04-05","2022-04-05220950061557",-135204.19,2022
260030920,"ASST_NON_CA0239L9T091508_086","CA0239L9T091508","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-04-05","2022-04-05220950060037",-377762.19,2022
260031550,"ASST_NON_CA0241L9T101504_086","CA0241L9T101504","TURNING POINT COMMUNITY PROGRAMS","CA","2022-04-05","2022-04-05220950060043",-52137.61,2022
260031557,"ASST_NON_CA0242L9T101506_086","CA0242L9T101506","COMMUNITY IMPACT CENTRAL VALLEY","CA","2022-04-05","2022-04-05220950060049",-50165.9,2022
260031597,"ASST_NON_CA0245L9T101708_086","CA0245L9T101708","CENTER FOR HUMAN SERVICES","CA","2022-04-05","2022-04-05220950060954",-1233,2022
260032664,"ASST_NON_CA0266L9T121508_086","CA0266L9T121508","HOUSING AUTHORITY OF COUNTY OF SAN M","CA","2022-04-05","2022-04-05220950060115",-256517.31,2022
260034587,"ASST_NON_CA0288L9T161710_086","CA0288L9T161710","NORTHERN VALLEY CATHOLIC SOCIAL SERVICE, INC.","CA","2022-04-05","2022-04-05220950060942",-77490.35,2022
260035153,"ASST_NON_CA0293L9T171710_086","CA0293L9T171710","COUNTY OF NAPA","CA","2022-04-05","2022-04-05220950060948",-83271,2022
260035154,"ASST_NON_CA0293L9T171811_086","CA0293L9T171811","COUNTY OF NAPA","CA","2022-04-05","2022-04-05220950061589",-96461.25,2022
260035155,"ASST_NON_CA0293L9T171912_086","CA0293L9T171912","COUNTY OF NAPA","CA","2022-04-05","2022-04-05220950062361",-63824.05,2022
260035463,"ASST_NON_CA0308L9T211811_086","CA0308L9T211811","YOLO COMMUNITY CARE CONTINUUM","CA","2022-04-05","2022-04-05220950061583",-16840,2022
260036260,"ASST_NON_CA0311L9T221706_086","CA0311L9T221706","DEPARTMENT OF HEALTH & HUMAN S","CA","2022-04-05","2022-04-05220950060768",-4220,2022
260036283,"ASST_NON_CA0313L9T221811_086","CA0313L9T221811","DEPARTMENT OF HEALTH & HUMAN S","CA","2022-04-05","2022-04-05220950061425",-4648.12,2022
260038366,"ASST_NON_CA0347L9D001912_086","CA0347L9D001912","LOS ANGELES HOMELESS SERVICES AUTHORITY","CA","2022-04-05","2022-04-05220950064518",-1089,2022
260039449,"ASST_NON_CA0374L9D001912_086","CA0374L9D001912","LOS ANGELES HOMELESS SERVICES AUTHORITY","CA","2022-04-05","2022-04-05220950064530",-14015,2022
260040260,"ASST_NON_CA0413L9D001912_086","CA0413L9D001912","LOS ANGELES HOMELESS SERVICES AUTHORITY","CA","2022-04-05","2022-04-05220950064507",-159,2022
260040694,"ASST_NON_CA0420L9D001710_086","CA0420L9D001710","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2022-04-05","2022-04-05220950064238",-41565.48,2022
260043549,"ASST_NON_CA0515L9D001912_086","CA0515L9D001912","LOS ANGELES HOMELESS SERVICES AUTHORITY","CA","2022-04-05","2022-04-05220950064488",-4454,2022
260048142,"ASST_NON_CA0606L9D041912_086","CA0606L9D041912","COUNTY OF KERN","CA","2022-04-05","2022-04-05220950064527",-15312,2022
260051795,"ASST_NON_CA0658L9D071912_086","CA0658L9D071912","CITY OF PASADENA","CA","2022-04-05","2022-04-05220950064513",-253.71,2022
260052267,"ASST_NON_CA0665L9D081707_086","CA0665L9D081707","RIVERSIDE, COUNTY OF","CA","2022-04-05","2022-04-05220950064244",-400.5,2022
260058257,"ASST_NON_CA0750L9T031608_086","CA0750L9T031608","SACRAMENTO STEPS FORWARD","CA","2022-04-05","2022-04-05220950060232",-51045.36,2022
260058259,"ASST_NON_CA0750L9T031810_086","CA0750L9T031810","SACRAMENTO STEPS FORWARD","CA","2022-04-05","2022-04-05220950061431",-64215.35,2022
260058260,"ASST_NON_CA0750L9T031911_086","CA0750L9T031911","SACRAMENTO STEPS FORWARD","CA","2022-04-05","2022-04-05220950062382",-154593.65,2022
260058271,"ASST_NON_CA0751L9T031608_086","CA0751L9T031608","SACRAMENTO STEPS FORWARD","CA","2022-04-05","2022-04-05220950060221",-113287.61,2022
260058272,"ASST_NON_CA0751L9T031709_086","CA0751L9T031709","SACRAMENTO STEPS FORWARD","CA","2022-04-05","2022-04-05220950060902",-167737,2022
260058283,"ASST_NON_CA0752L9T041911_086","CA0752L9T041911","BUCKELEW PROGRAMS","CA","2022-04-05","2022-04-05220950062463",-31990.49,2022
260058326,"ASST_NON_CA0758L9T101505_086","CA0758L9T101505","COMMUNITY IMPACT CENTRAL VALLEY","CA","2022-04-05","2022-04-05220950060032",-72077.31,2022
260059597,"ASST_NON_CA0774L9T151809_086","CA0774L9T151809","PLACER COUNTY- ADULT SYSTEM OF CARE","CA","2022-04-05","2022-04-05220950061634",-220.51,2022
260059612,"ASST_NON_CA0776L9T161709_086","CA0776L9T161709","NORTHERN VALLEY CATHOLIC SOCIAL SERVICE, INC.","CA","2022-04-05","2022-04-05220950060908",-65329.79,2022
260059620,"ASST_NON_CA0777L9T171608_086","CA0777L9T171608","BUCKELEW PROGRAMS","CA","2022-04-05","2022-04-05220950060219",-78635.02,2022
260059621,"ASST_NON_CA0777L9T171709_086","CA0777L9T171709","BUCKELEW PROGRAMS","CA","2022-04-05","2022-04-05220950060914",-70164.97,2022
260059622,"ASST_NON_CA0777L9T171810_086","CA0777L9T171810","BUCKELEW PROGRAMS","CA","2022-04-05","2022-04-05220950061598",-42545.28,2022
260060135,"ASST_NON_CA0783L9D001709_086","CA0783L9D001709","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2022-04-05","2022-04-05220950064198",-85996.12,2022
260060203,"ASST_NON_CA0797L9D001709_086","CA0797L9D001709","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2022-04-05","2022-04-05220950064204",-579043.95,2022
260061050,"ASST_NON_CA0828L9T031806_086","CA0828L9T031806","SACRAMENTO STEPS FORWARD","CA","2022-04-05","2022-04-05220950061596",-15823.85,2022
260061051,"ASST_NON_CA0828L9T031907_086","CA0828L9T031907","SACRAMENTO STEPS FORWARD","CA","2022-04-05","2022-04-05220950062349",-18816.72,2022
260061665,"ASST_NON_CA0844L9T151804_086","CA0844L9T151804","PLACER COUNTY- ADULT SYSTEM OF CARE","CA","2022-04-05","2022-04-05220950061604",-3682.74,2022
