"variable","row","value","robust_z","coc","state","predictor_year"
"coc_hic_temporary_beds_per_10k",861,58.6105150214592,7.72,"FL-604","Florida",2012
"coc_group_quarters_per_1000_residents",778,101.402069472728,7.7,"FL-518","Florida",2018
"coc_group_quarters_per_1000_residents",779,101.272708603935,7.69,"FL-518","Florida",2019
"coc_international_migration_rate_per_1000",814,20.41991243,7.68,"FL-600","Florida",2017
"coc_permits_per_1000_housing_units",714,41.7837350173992,7.67,"FL-512","Florida",2019
"coc_housing_supply_growth_rate_pct",599,3.89430824827857,7.67,"FL-503","Florida",2022
"coc_real_gdp_per_capita_2017_usd",19,182365.772038746,7.61,"CA-501","California",2016
"coc_hic_temporary_beds_per_10k",863,57.5654659655656,7.55,"FL-604","Florida",2014
"coc_real_per_capita_personal_income_2025_usd",101,196831.890434517,7.51,"CA-507","California",2021
"coc_international_migration_rate_per_1000",813,19.95010512,7.48,"FL-600","Florida",2016
"coc_real_per_capita_personal_income_2025_usd",104,195919.636513462,7.46,"CA-507","California",2024
"coc_hic_temporary_beds_per_10k",862,56.9823117407305,7.46,"FL-604","Florida",2013
"coc_unemployment_rate_pct",526,25.2,7.38,"CA-613","California",2013
"coc_hic_temporary_beds_per_10k",860,56.5116876444901,7.38,"FL-604","Florida",2011
"coc_permits_per_1000_housing_units",598,39.8953704155882,7.25,"FL-503","Florida",2021
"coc_real_per_capita_personal_income_2025_usd",103,190893.953975749,7.18,"CA-507","California",2023
"coc_real_per_capita_personal_income_2025_usd",23,190496.579316583,7.16,"CA-501","California",2021
"coc_unemployment_rate_pct",528,24.6,7.16,"CA-613","California",2015
"coc_hic_psh_beds_per_10k",121,50.5588993981083,7.16,"CA-509","California",2014
"coc_real_gdp_per_capita_2017_usd",163,173841.764907937,7.13,"CA-512","California",2018
"coc_unemployment_rate_pct",529,24.5,7.12,"CA-613","California",2016
"coc_hic_temporary_beds_per_10k",864,54.7959503183384,7.11,"FL-604","Florida",2015
"coc_domestic_migration_rate_per_1000",23,-66.80509996,-7.05,"CA-501","California",2021
"coc_unemployment_rate_pct",527,24.3,7.04,"CA-613","California",2014
"coc_real_gdp_per_capita_2017_usd",18,171066.894020404,6.97,"CA-501","California",2015
"coc_international_migration_rate_per_1000",831,18.62381106,6.92,"FL-601","Florida",2022
"coc_international_migration_rate_per_1000",884,18.63080972,6.92,"FL-605","Florida",2023
"coc_real_per_capita_personal_income_2025_usd",102,185400.750879204,6.87,"CA-507","California",2022
"coc_international_migration_rate_per_1000",653,18.4714600373513,6.86,"FL-507","Florida",2024
"coc_hic_temporary_beds_per_10k",26,53.2313370566847,6.85,"CA-501","California",2024
"coc_real_per_capita_personal_income_2025_usd",168,184388.673208598,6.82,"CA-512","California",2024
"coc_permits_per_1000_housing_units",718,37.8289250478375,6.8,"FL-512","Florida",2024
"coc_housing_supply_growth_rate_pct",600,3.50802459524489,6.77,"FL-503","Florida",2023
"coc_hic_temporary_beds_per_10k",866,52.4299517539845,6.72,"FL-604","Florida",2017
"coc_international_migration_rate_per_1000",651,18.0517935253674,6.68,"FL-507","Florida",2022
"coc_housing_supply_growth_rate_pct",601,3.4691711226911,6.68,"FL-503","Florida",2024
"coc_housing_supply_growth_rate_pct",712,3.46692081027726,6.68,"FL-512","Florida",2017
"coc_international_migration_rate_per_1000",833,18.04356546,6.67,"FL-601","Florida",2024
"coc_housing_supply_growth_rate_pct",846,3.46489271082626,6.67,"FL-602","Florida",2024
"coc_hic_temporary_beds_per_10k",865,51.9044645644708,6.64,"FL-604","Florida",2016
"coc_international_migration_rate_per_1000",871,17.90907607,6.62,"FL-604","Florida",2023
"coc_real_per_capita_personal_income_2025_usd",167,180725.890480536,6.61,"CA-512","California",2023
"state_rental_vacancy_rate",550,14.9,6.61,"FL-500","Florida",2011
"state_rental_vacancy_rate",563,14.9,6.61,"FL-501","Florida",2011
"state_rental_vacancy_rate",576,14.9,6.61,"FL-502","Florida",2011
"state_rental_vacancy_rate",589,14.9,6.61,"FL-503","Florida",2011
"state_rental_vacancy_rate",602,14.9,6.61,"FL-504","Florida",2011
"state_rental_vacancy_rate",615,14.9,6.61,"FL-505","Florida",2011
"state_rental_vacancy_rate",628,14.9,6.61,"FL-506","Florida",2011
"state_rental_vacancy_rate",641,14.9,6.61,"FL-507","Florida",2011
"state_rental_vacancy_rate",654,14.9,6.61,"FL-508","Florida",2011
"state_rental_vacancy_rate",667,14.9,6.61,"FL-509","Florida",2011
"state_rental_vacancy_rate",680,14.9,6.61,"FL-510","Florida",2011
"state_rental_vacancy_rate",693,14.9,6.61,"FL-511","Florida",2011
"state_rental_vacancy_rate",706,14.9,6.61,"FL-512","Florida",2011
"state_rental_vacancy_rate",719,14.9,6.61,"FL-513","Florida",2011
"state_rental_vacancy_rate",732,14.9,6.61,"FL-514","Florida",2011
"state_rental_vacancy_rate",745,14.9,6.61,"FL-515","Florida",2011
"state_rental_vacancy_rate",758,14.9,6.61,"FL-517","Florida",2011
"state_rental_vacancy_rate",771,14.9,6.61,"FL-518","Florida",2011
"state_rental_vacancy_rate",782,14.9,6.61,"FL-519","Florida",2011
"state_rental_vacancy_rate",795,14.9,6.61,"FL-520","Florida",2011
"state_rental_vacancy_rate",808,14.9,6.61,"FL-600","Florida",2011
"state_rental_vacancy_rate",821,14.9,6.61,"FL-601","Florida",2011
"state_rental_vacancy_rate",834,14.9,6.61,"FL-602","Florida",2011
"state_rental_vacancy_rate",847,14.9,6.61,"FL-603","Florida",2011
"state_rental_vacancy_rate",860,14.9,6.61,"FL-604","Florida",2011
"state_rental_vacancy_rate",873,14.9,6.61,"FL-605","Florida",2011
"state_rental_vacancy_rate",886,14.9,6.61,"FL-606","Florida",2011
"coc_hic_temporary_beds_per_10k",868,51.5977798135474,6.59,"FL-604","Florida",2019
"coc_real_gdp_per_capita_2017_usd",162,163861.570472931,6.56,"CA-512","California",2017
"coc_income_inequality_ratio",26,29.930123561994,6.53,"CA-501","California",2024
"coc_real_gdp_per_capita_2017_usd",9,163091.24644499,6.52,"CA-500","California",2019
"coc_housing_supply_growth_rate_pct",743,3.38192047052805,6.48,"FL-514","Florida",2023
"coc_real_per_capita_personal_income_2025_usd",166,178360.257817296,6.48,"CA-512","California",2022
"coc_permits_per_1000_housing_units",711,36.2932635735055,6.46,"FL-512","Florida",2016
"coc_hic_psh_beds_per_10k",120,46.0633629701105,6.43,"CA-509","California",2013
"coc_real_gdp_per_capita_2017_usd",17,161416.128752203,6.42,"CA-501","California",2014
"coc_international_migration_rate_per_1000",12,17.40711115,6.41,"CA-500","California",2023
"coc_hic_psh_beds_per_10k",119,45.9398771881587,6.41,"CA-509","California",2012
"coc_population_growth_rate_pct",255,-4.841993757,-6.4,"CA-519","California",2019
"coc_housing_supply_growth_rate_pct",742,3.34814423283394,6.4,"FL-514","Florida",2022
"coc_permits_per_1000_housing_units",846,35.9506335466064,6.39,"FL-602","Florida",2024
"coc_permits_per_1000_housing_units",845,35.9307183709893,6.38,"FL-602","Florida",2023
"coc_permits_per_1000_housing_units",599,35.8734514132277,6.37,"FL-503","Florida",2022
"coc_population_growth_rate_pct",753,-4.80586224853244,-6.36,"FL-515","Florida",2019
"coc_real_per_capita_personal_income_2025_usd",26,176014.740889561,6.35,"CA-501","California",2024
"coc_hic_temporary_beds_per_10k",299,50.0419655723946,6.33,"CA-523","California",2011
"coc_permits_per_1000_housing_units",600,35.514798542284,6.29,"FL-503","Florida",2023
"coc_domestic_migration_rate_per_1000",715,61.27217685,6.29,"FL-512","Florida",2021
"coc_housing_supply_growth_rate_pct",792,3.30028360921235,6.29,"FL-519","Florida",2022
"coc_housing_supply_growth_rate_pct",560,3.26473856022312,6.21,"FL-500","Florida",2022
"coc_international_migration_rate_per_1000",13,16.8781348,6.18,"CA-500","California",2024
"coc_international_migration_rate_per_1000",897,16.77899821,6.14,"FL-606","Florida",2023
"coc_real_per_capita_personal_income_2025_usd",10,172318.798972761,6.14,"CA-500","California",2021
"coc_real_per_capita_personal_income_2025_usd",100,172020.249172313,6.13,"CA-507","California",2019
"coc_international_migration_rate_per_1000",812,16.67476372,6.1,"FL-600","Florida",2015
"coc_real_per_capita_personal_income_2025_usd",25,171529.937389106,6.1,"CA-501","California",2023
"coc_permits_per_1000_housing_units",742,34.5703874184887,6.09,"FL-514","Florida",2022
"coc_real_gdp_per_capita_2017_usd",8,155003.002553554,6.06,"CA-500","California",2018
"coc_permits_per_1000_housing_units",741,34.296317096403,6.03,"FL-514","Florida",2021
"coc_hic_psh_beds_per_10k",458,43.6410922197019,6.03,"CA-606","California",2024
"coc_real_per_capita_personal_income_2025_usd",24,169173.17904453,5.97,"CA-501","California",2022
"coc_permits_per_1000_housing_units",791,33.8544240756088,5.93,"FL-519","Florida",2021
"coc_housing_supply_growth_rate_pct",561,3.14161209996503,5.93,"FL-500","Florida",2023
"coc_permits_per_1000_housing_units",559,33.7985838724466,5.92,"FL-500","Florida",2021
"coc_permits_per_1000_housing_units",744,33.7933528188749,5.92,"FL-514","Florida",2024
"coc_hic_temporary_beds_per_10k",871,47.2821815103694,5.89,"FL-604","Florida",2023
"coc_population_density_per_sq_mile",386,2335.41752439971,5.88,"CA-600","California",2016
"coc_population_density_per_sq_mile",387,2334.95601999089,5.88,"CA-600","California",2017
"coc_housing_supply_growth_rate_pct",60,-1.957372771,-5.88,"CA-504","California",2018
"coc_hic_psh_beds_per_10k",122,42.7060970989702,5.88,"CA-509","California",2015
"coc_income_inequality_ratio",25,28.399332306112,5.87,"CA-501","California",2023
"coc_hic_temporary_beds_per_10k",25,47.2013376976617,5.87,"CA-501","California",2023
"coc_population_density_per_sq_mile",385,2330.72806648096,5.86,"CA-600","California",2015
"coc_population_density_per_sq_mile",388,2328.06811868652,5.86,"CA-600","California",2018
"coc_international_migration_rate_per_1000",870,16.11329013,5.86,"FL-604","Florida",2022
"coc_housing_supply_growth_rate_pct",677,3.1127181758484,5.86,"FL-509","Florida",2022
"coc_real_gdp_per_capita_2017_usd",16,151532.981605657,5.86,"CA-501","California",2013
"coc_population_growth_rate_pct",715,5.85777229276954,5.85,"FL-512","Florida",2021
"coc_unemployment_rate_pct",532,21.1,5.85,"CA-613","California",2019
"coc_population_density_per_sq_mile",384,2320.24912010468,5.83,"CA-600","California",2014
"coc_population_density_per_sq_mile",389,2320.02610971183,5.83,"CA-600","California",2019
"coc_hic_psh_beds_per_10k",123,42.3898722575471,5.83,"CA-509","California",2016
"coc_hic_temporary_beds_per_10k",220,46.8916908440182,5.82,"CA-516","California",2024
"coc_population_density_per_sq_mile",383,2309.25158790296,5.8,"CA-600","California",2013
"coc_permits_per_1000_housing_units",626,33.2309958015879,5.79,"FL-505","Florida",2023
"coc_permits_per_1000_housing_units",859,33.173039667301,5.78,"FL-603","Florida",2024
"coc_housing_supply_growth_rate_pct",562,3.07799647348182,5.78,"FL-500","Florida",2024
"coc_population_density_per_sq_mile",382,2296.05376352481,5.76,"CA-600","California",2012
"coc_income_inequality_ratio",24,28.0773696432341,5.74,"CA-501","California",2022
"coc_hic_temporary_beds_per_10k",870,46.3142110863887,5.73,"FL-604","Florida",2022
"coc_population_density_per_sq_mile",381,2282.44365879345,5.72,"CA-600","California",2011
"coc_hic_psh_beds_per_10k",124,41.5638987850553,5.7,"CA-509","California",2017
"coc_real_per_capita_personal_income_2025_usd",99,164207.311641944,5.69,"CA-507","California",2018
"coc_population_density_per_sq_mile",390,2267.19021012063,5.68,"CA-600","California",2021
"coc_housing_supply_growth_rate_pct",627,3.03106786634419,5.67,"FL-505","Florida",2024
"coc_population_density_per_sq_mile",391,2252.8727118012,5.64,"CA-600","California",2022
"coc_population_density_per_sq_mile",393,2252.95220980653,5.64,"CA-600","California",2024
"coc_population_density_per_sq_mile",392,2249.18529850771,5.63,"CA-600","California",2023
"coc_hic_psh_beds_per_10k",455,41.1811873113692,5.63,"CA-606","California",2021
"coc_population_density_per_sq_mile",35,2246.27607380941,5.62,"CA-502","California",2019
"coc_permits_per_1000_housing_units",560,32.441967323661,5.62,"FL-500","Florida",2022
"coc_real_per_capita_personal_income_2025_usd",21,162725.078635072,5.61,"CA-501","California",2018
"coc_population_density_per_sq_mile",34,2240.12993472756,5.6,"CA-502","California",2018
"coc_international_migration_rate_per_1000",898,15.51155155,5.6,"FL-606","Florida",2024
"coc_real_per_capita_personal_income_2025_usd",164,162543.468870233,5.6,"CA-512","California",2019
"coc_real_gdp_per_capita_2017_usd",15,147028.879273981,5.6,"CA-501","California",2012
"coc_housing_supply_growth_rate_pct",857,2.99684800182913,5.59,"FL-603","Florida",2022
"coc_hic_temporary_beds_per_10k",301,45.4501808405083,5.59,"CA-523","California",2013
"coc_population_density_per_sq_mile",33,2231.31325587846,5.58,"CA-502","California",2017
"coc_international_migration_rate_per_1000",815,15.37540698,5.55,"FL-600","Florida",2018
"coc_real_per_capita_personal_income_2025_usd",13,161772.179449277,5.55,"CA-500","California",2024
"coc_population_density_per_sq_mile",32,2218.88657712254,5.54,"CA-502","California",2016
"coc_group_quarters_per_1000_residents",781,78.5575653764655,5.52,"FL-518","Florida",2022
"coc_population_density_per_sq_mile",36,2209.9153375924,5.51,"CA-502","California",2021
"coc_hic_psh_beds_per_10k",118,40.3050358394211,5.49,"CA-509","California",2011
"coc_hic_psh_beds_per_10k",456,40.2990434428203,5.49,"CA-606","California",2022
"coc_population_density_per_sq_mile",31,2196.82875192872,5.48,"CA-502","California",2015
"coc_population_density_per_sq_mile",39,2199.63234828226,5.48,"CA-502","California",2024
"coc_population_density_per_sq_mile",37,2194.94714363776,5.47,"CA-502","California",2022
"coc_population_density_per_sq_mile",38,2194.83559114622,5.47,"CA-502","California",2023
"coc_permits_per_1000_housing_units",561,31.7598945590643,5.47,"FL-500","Florida",2023
"coc_real_per_capita_personal_income_2025_usd",22,160320.675882436,5.47,"CA-501","California",2019
"coc_hic_psh_beds_per_10k",457,40.1007111734684,5.46,"CA-606","California",2023
"coc_hic_temporary_beds_per_10k",869,44.6140941636985,5.45,"FL-604","Florida",2021
"coc_real_gdp_per_capita_2017_usd",7,143927.750994372,5.43,"CA-500","California",2017
"coc_international_migration_rate_per_1000",811,15.04359014,5.41,"FL-600","Florida",2014
"coc_domestic_migration_rate_per_1000",753,-50.9401756848069,-5.4,"FL-515","Florida",2019
"coc_housing_supply_growth_rate_pct",807,2.91285282439008,5.4,"FL-520","Florida",2024
"coc_unemployment_rate_pct",530,19.9,5.4,"CA-613","California",2017
"state_rental_vacancy_rate",551,13.1,5.4,"FL-500","Florida",2012
"state_rental_vacancy_rate",564,13.1,5.4,"FL-501","Florida",2012
"state_rental_vacancy_rate",577,13.1,5.4,"FL-502","Florida",2012
"state_rental_vacancy_rate",590,13.1,5.4,"FL-503","Florida",2012
"state_rental_vacancy_rate",603,13.1,5.4,"FL-504","Florida",2012
"state_rental_vacancy_rate",616,13.1,5.4,"FL-505","Florida",2012
"state_rental_vacancy_rate",629,13.1,5.4,"FL-506","Florida",2012
"state_rental_vacancy_rate",642,13.1,5.4,"FL-507","Florida",2012
"state_rental_vacancy_rate",655,13.1,5.4,"FL-508","Florida",2012
"state_rental_vacancy_rate",668,13.1,5.4,"FL-509","Florida",2012
"state_rental_vacancy_rate",681,13.1,5.4,"FL-510","Florida",2012
"state_rental_vacancy_rate",694,13.1,5.4,"FL-511","Florida",2012
"state_rental_vacancy_rate",707,13.1,5.4,"FL-512","Florida",2012
"state_rental_vacancy_rate",720,13.1,5.4,"FL-513","Florida",2012
"state_rental_vacancy_rate",733,13.1,5.4,"FL-514","Florida",2012
"state_rental_vacancy_rate",746,13.1,5.4,"FL-515","Florida",2012
"state_rental_vacancy_rate",759,13.1,5.4,"FL-517","Florida",2012
"state_rental_vacancy_rate",772,13.1,5.4,"FL-518","Florida",2012
"state_rental_vacancy_rate",783,13.1,5.4,"FL-519","Florida",2012
"state_rental_vacancy_rate",796,13.1,5.4,"FL-520","Florida",2012
"state_rental_vacancy_rate",809,13.1,5.4,"FL-600","Florida",2012
"state_rental_vacancy_rate",822,13.1,5.4,"FL-601","Florida",2012
"state_rental_vacancy_rate",835,13.1,5.4,"FL-602","Florida",2012
"state_rental_vacancy_rate",848,13.1,5.4,"FL-603","Florida",2012
"state_rental_vacancy_rate",861,13.1,5.4,"FL-604","Florida",2012
"state_rental_vacancy_rate",874,13.1,5.4,"FL-605","Florida",2012
"state_rental_vacancy_rate",887,13.1,5.4,"FL-606","Florida",2012
"coc_international_migration_rate_per_1000",883,15.00410268,5.39,"FL-605","Florida",2022
"coc_population_density_per_sq_mile",30,2160.88196953573,5.37,"CA-502","California",2014
"coc_permits_per_1000_housing_units",856,31.2493438197738,5.36,"FL-603","Florida",2021
"coc_permits_per_1000_housing_units",676,31.2253001471447,5.35,"FL-509","Florida",2021
"coc_real_per_capita_personal_income_2025_usd",163,158129.643430375,5.35,"CA-512","California",2018
"coc_hic_temporary_beds_per_10k",872,44.0163384746693,5.35,"FL-604","Florida",2024
"coc_population_growth_rate_pct",114,-3.918559895,-5.34,"CA-508","California",2021
"coc_housing_supply_growth_rate_pct",859,2.88913644830007,5.34,"FL-603","Florida",2024
"coc_real_per_capita_personal_income_2025_usd",12,157892.919050831,5.34,"CA-500","California",2023
"coc_hic_psh_beds_per_10k",471,39.3672771854128,5.34,"CA-607","California",2024
"coc_housing_supply_growth_rate_pct",598,2.88398733859216,5.33,"FL-503","Florida",2021
"coc_international_migration_rate_per_1000",574,14.83728922,5.32,"FL-501","Florida",2023
"coc_domestic_migration_rate_per_1000",255,-50.04838441,-5.31,"CA-519","California",2019
"coc_international_migration_rate_per_1000",810,14.77716252,5.29,"FL-600","Florida",2013
"coc_international_migration_rate_per_1000",896,14.76491861,5.29,"FL-606","Florida",2022
"coc_housing_supply_growth_rate_pct",711,2.86088687493122,5.28,"FL-512","Florida",2016
"coc_permits_per_1000_housing_units",857,30.8542977651531,5.27,"FL-603","Florida",2022
"coc_domestic_migration_rate_per_1000",843,51.49959146,5.27,"FL-602","Florida",2021
"coc_population_density_per_sq_mile",29,2122.98234653789,5.26,"CA-502","California",2013
"coc_hic_psh_beds_per_10k",127,38.8972892424342,5.26,"CA-509","California",2021
"coc_real_per_capita_personal_income_2025_usd",98,156355.529294808,5.25,"CA-507","California",2017
"coc_real_per_capita_personal_income_2025_usd",11,156118.725195562,5.24,"CA-500","California",2022
"coc_group_quarters_per_1000_residents",631,75.5191230406164,5.23,"FL-506","Florida",2014
"coc_group_quarters_per_1000_residents",780,75.4719013887474,5.23,"FL-518","Florida",2021
"coc_housing_supply_growth_rate_pct",806,2.8423461843745,5.23,"FL-520","Florida",2023
"coc_real_median_household_income_2025_usd",13,171382.855051123,5.22,"CA-500","California",2024
"coc_group_quarters_per_1000_residents",746,75.3333175536537,5.21,"FL-515","Florida",2012
"coc_group_quarters_per_1000_residents",630,75.1065161077678,5.19,"FL-506","Florida",2013
"coc_housing_supply_growth_rate_pct",805,2.82368929034673,5.19,"FL-520","Florida",2022
"coc_income_inequality_ratio",19,26.7734999611892,5.18,"CA-501","California",2016
"coc_income_inequality_ratio",23,26.7571436591254,5.17,"CA-501","California",2021
"coc_real_gdp_per_capita_2017_usd",161,139398.841686811,5.17,"CA-512","California",2016
"coc_population_density_per_sq_mile",28,2088.26801757547,5.16,"CA-502","California",2012
"coc_real_median_household_income_2025_usd",164,170310.020913147,5.16,"CA-512","California",2019
"coc_housing_supply_growth_rate_pct",709,2.80746968608729,5.15,"FL-512","Florida",2014
"coc_permits_per_1000_housing_units",710,30.2693835088878,5.14,"FL-512","Florida",2015
"coc_international_migration_rate_per_1000",808,14.40244616,5.14,"FL-600","Florida",2011
"coc_group_quarters_per_1000_residents",628,74.5793835290624,5.14,"FL-506","Florida",2011
"coc_international_migration_rate_per_1000",885,14.40103927,5.13,"FL-605","Florida",2024
"coc_real_per_capita_personal_income_2025_usd",20,154024.09955751,5.12,"CA-501","California",2017
"coc_real_per_capita_personal_income_2025_usd",898,154095.1340091,5.12,"FL-606","Florida",2024
"coc_permits_per_1000_housing_units",806,30.1357377689528,5.11,"FL-520","Florida",2023
"coc_housing_supply_growth_rate_pct",793,2.79038271155128,5.11,"FL-519","Florida",2023
"coc_permits_per_1000_housing_units",858,30.0230998031091,5.09,"FL-603","Florida",2023
"coc_group_quarters_per_1000_residents",747,73.8904025017112,5.08,"FL-515","Florida",2013
"coc_population_density_per_sq_mile",27,2057.55882626097,5.07,"CA-502","California",2011
"coc_high_school_graduate_pct",524,63.4,-5.07,"CA-613","California",2011
"coc_real_gdp_per_capita_2017_usd",6,137655.877102127,5.07,"CA-500","California",2016
"coc_permits_per_1000_housing_units",804,29.8887560908339,5.06,"FL-520","Florida",2021
"coc_unemployment_rate_pct",531,19,5.06,"CA-613","California",2018
"coc_group_quarters_per_1000_residents",629,73.5742245631119,5.05,"FL-506","Florida",2012
"coc_group_quarters_per_1000_residents",632,73.6380893315261,5.05,"FL-506","Florida",2015
"coc_group_quarters_per_1000_residents",748,73.5031559664691,5.04,"FL-515","Florida",2014
"coc_housing_supply_growth_rate_pct",896,2.74947644315393,5.02,"FL-606","Florida",2022
"coc_real_median_household_income_2025_usd",10,167722.965626143,5.02,"CA-500","California",2021
